2023-11-28 10:05:57,046 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,342 | INFO  | PListStore:[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-12-16 12:51:46,343 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,343 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,512 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-51854-1702731106360-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,598 | INFO  | Listening for connections at: tcp://MacBook-3.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-12-16 12:51:46,599 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-12-16 12:51:46,603 | INFO  | Listening for connections at: amqp://MacBook-3.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-12-16 12:51:46,604 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-12-16 12:51:46,608 | INFO  | Listening for connections at: stomp://MacBook-3.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-12-16 12:51:46,609 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-12-16 12:51:46,614 | INFO  | Listening for connections at: mqtt://MacBook-3.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-12-16 12:51:46,615 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-12-16 12:51:46,621 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2023-12-16 12:51:46,711 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2023-12-16 12:51:46,871 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6a818392{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | main
2023-12-16 12:51:46,901 | INFO  | Listening for connections at ws://MacBook-3.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-12-16 12:51:46,902 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-12-16 12:51:46,902 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-51854-1702731106360-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,902 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,909 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb only has 9528 mb of usable space. - resetting to maximum available disk space: 9528 mb | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:46,909 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data only has 9528 mb of usable space. - resetting to maximum available disk space: 9528 mb | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:47,831 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-12-16 12:51:47,831 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-12-16 14:08:32,351 | WARN  | Transport Connection to: tcp://127.0.0.1:55025 failed: Channel was inactive for too (>30000) long: tcp://127.0.0.1:55025 | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ InactivityMonitor Worker 0
2023-12-16 14:09:34,263 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1115099772-37
